AED모델명,우편번호(앞자리),우편번호(뒤자리),관리책임자명,관리자연락처,설치기관주소,설치기관전화번호,설치위치,제조사,설치기관명,경도,위도
CU-SP1 Plus,67,3,이**,310,"서울특별시 서초구 방배로5길 11, 2층 (방배동)",02-525-9128,사무실 앞,(주)씨유메디컬,청소년상담복지센터,126.9990556,37.47828604
CU-SP1 Plus,67,60,노**,010********,"서울특별시 서초구 남부순환로 2124, 까리따스방배종합사회복지관 (방배동)",1084306004,3층 입구,(주)씨유메디컬,까리따스방배종합사회복지관,126.9843736,37.47498587
CU-SP1 Plus,67,80,박**,010********,"서울특별시 서초구 동산로13길 35, 언남문화체육센터 1층 (양재동)",1087873666,1층 안내데스크,(주)씨유메디컬,언남문화체육센터,127.0430052,37.47233002
CU SP1 Plus,72,21,차**,010********,"서울특별시 영등포구 국회대로 597 (당산동4가, 당산동 반도유보라팰리스)",010-8906-0359,거실입구,씨유메디칼,당산동반도유보라팰리스경로당,126.9007907,37.52791258
CU SP1 Plus,72,65,김**,010********,"서울특별시 영등포구 영등포로25길 24, 당산1동복지관 (당산동1가)",010-2576-4107,3층 경로당 내부 화장실 맞은편(교육실),씨유메디칼,구립당산1동경로당,126.8984624,37.52308069
I-PAD CU-SP1,43,90,심**,02-*******,"서울특별시 용산구 녹사평대로 150, 용산구종합행정타운 1층 (이태원동)",02-2199-7266,용산아트홀 소극장 앞,(주)씨유메디칼시스템,용산구청 문화진흥과,126.9904788,37.53245229
iPAD CU-SP1 Plus,27,48,최**,010********,서울특별시 성북구 화랑로13가길 110-10 (하월곡동),02-6952-1806,출입구 옆,(주)씨유메디칼,오동숲속도서관,127.0409701,37.61012946
I-PAD CU-SP1,43,90,심**,02-*******,"서울특별시 용산구 녹사평대로 150, 용산구종합행정타운 지하1층 (이태원동)",02-2199-7266,용산아트홀 대극장 판매대(B1),(주)씨유메디칼시스템,용산구청 문화진흥과,126.9904788,37.53245229
CU-SP1,70,18,김**,010********,서울특별시 동작구 사당로16마길 2 (사당동),010-3793-6459,매장 후면,씨유메디칼시스템,CU편의점사당이수점,126.9722325,37.48179293
CU-SP1,69,68,김**,010********,"서울특별시 동작구 양녕로 280-1, 태현빌딩 (상도1동)",010-4691-2344,출입구 근처,씨유메디칼시스템,CU편의점상도터널점,126.950124,37.50426282
I-PAD CU-SP1,43,90,심**,02-*******,"서울특별시 용산구 녹사평대로 150, 용산구종합행정타운 지하2층 (이태원동)",02-2199-7266,용산아트홀 대극장 판매대(B2),(주)씨유메디칼시스템,용산구청 문화진흥과,126.9904788,37.53245229
I-PAD CU-SP1,43,16,홍**,010********,"서울특별시 용산구 백범로 329, 용산구보건분소 2층 (원효로1가)",02-2199-8340,용산구정신건강복지센터 사무실 내부,(주)씨유메디칼시스템,용산구정신건강복지센터,126.9650122,37.5389038
CU SP1 Plus,72,14,장**,010********,"서울특별시 영등포구 당산로 214 (당산동5가, 당산 삼성 래미안)",02-2632-0225,경로당 거실,씨유메디칼,당산삼성래미안경로당,126.902834,37.53293123
CU SP1  Plus,73,36,송**,377*****,"서울특별시 영등포구 여의대로 128, LG 트윈타워 (여의도동)",02-3773-1139,동관1층 로비 안내데스크 맞은편,씨유메디칼,LG트윈타워,126.9292412,37.5279271
CU SP1 Plus,73,36,송**,377*****,"서울특별시 영등포구 여의대로 128, LG트윈타워 (여의도동)",02-3773-1139,서관1층 로비 안내데스크 맞은편,씨유메디칼,LG트윈타워,126.9292412,37.5279271
CU SP1 Plus,73,36,송**,377*****,"서울특별시 영등포구 여의대로 128, LG트윈타워 (여의도동)",02-3773-1139,중앙 지하1층 상황실,씨유메디칼,LG트윈타워,126.9292412,37.5279271
CU-SP1 PLUS,58,54,조**,02-*******,"서울특별시 송파구 송파대로 지하179, 문정역 (문정동)",263118180,지하1층 게이트앞,(주)씨유메디칼,문정역,127.1224112,37.48624446
CU-SP1 PLUS,58,44,김**,02-*******,"서울특별시 송파구 송파대로 지하6, 복정역 (장지동)",6311-8201,지하1층 아이센터 옆,(주)씨유메디칼,8호선 복정역,127.126756,37.47056287
CU-SP1 PLUS,56,16,박**,02-*******,"서울특별시 송파구 송파대로 지하439, 석촌역 (석촌동)",02-6311-8150,지하2층 상선승간장(4-1),(주)씨유메디칼,석촌역,127.1066107,37.50596638
CU-SP1 PLUS,56,16,박**,02-*******,"서울특별시 송파구 송파대로 지하439, 석촌역 (석촌동)",02-6311-8150,지하1층 대합실 아이센터 앞,(주)씨유메디칼,석촌역,127.106716,37.5055837
CU-SP1 PLUS,56,76,최**,02-*******,"서울특별시 송파구 송파대로 지하354, 송파역 (가락동)",02-6311-8160,지하1층 대합실,(주)씨유메디칼,8호선 송파역,127.1121799,37.49968667
CU-SP1 Plus,17,84,이**,02-******,"서울특별시 노원구 공릉로 351 (하계동, 한신청구아파트)",02-975-9961,5동 1라인 1층,(주)씨유메디칼시스템,하계청구아파트,127.0681829,37.63783601
CU-SP1 PLUS,58,16,김**,010********,"서울특별시 송파구 송파대로 지하82, 장지역 (장지동)",6311-8191,지하1층 대합실 고객안전실 우측,(주)씨유메디칼,8호선 장지역,127.1261836,37.47880738
CU-SP1 Plus,17,84,이**,02-******,"서울특별시 노원구 공릉로 351 (하계동, 한신청구아파트)",02-975-9961,6동 1라인 1층,(주)씨유메디칼시스템,하계청구아파트,127.068002,37.63825057
CU-SP1 Plus,17,84,이**,02-******,"서울특별시 노원구 공릉로 351 (하계동, 한신청구아파트)",02-975-9961,7동 1라인 1층,(주)씨유메디칼시스템,하계청구아파트,127.0679117,37.63866057
CU-SP1 Plus,17,84,이**,02-******,"서울특별시 노원구 공릉로 351 (하계동, 한신청구아파트)",02-975-9961,8동 1라인 1층,(주)씨유메디칼시스템,하계청구아파트,127.0690673,37.63860584
CU-SP1 PLUS,55,55,안**,02-*******,"서울특별시 송파구 올림픽로 지하140, 잠실새내역 (잠실동)",02-6110-2172,대합실(나),(주)씨유메디칼,2호선 잠실새내역,127.0863739,37.51156721
CU-SP1 Plus,17,84,이**,02-******,"서울특별시 노원구 공릉로 351 (하계동, 한신청구아파트)",02-975-9961,9동 2라인 1층,(주)씨유메디칼시스템,하계청구아파트,127.0689375,37.63911047
CU-SP1 Plus,17,84,이**,02-******,"서울특별시 노원구 공릉로 351 (하계동, 한신청구아파트)",02-975-9961,관리사무소,(주)씨유메디칼시스템,하계청구아파트,127.0687267,37.63787174
CU-SP1 PLUS,55,4,임**,02-*******,"서울특별시 송파구 오금로 20, 잠실나루역 (신천동)",02-6110-2151,1층 고객안전실 옆 벽체,(주)씨유메디칼,잠실나루역,127.1038111,37.52068673
CU-SP1 PLUS,55,71,안**,02-*******,"서울특별시 송파구 올림픽로 지하23, 종합운동장역 (잠실동)",02-6110-2181,외선승강장(6-1),(주)씨유메디칼,2호선 종합운동장역,127.073881,37.51098607
CU-SP1 PLUS,55,71,안**,02-*******,"서울특별시 송파구 올림픽로 지하23, 종합운동장역 (잠실동)",02-6110-2181,내선승강장(5-3),(주)씨유메디칼,2호선 종합운동장역,127.073356,37.51096927
CU-SP1 Plus,14,8,현**,02-******,서울특별시 도봉구 마들로 536 (창동),02-901-5137,5층어르신문화센터,(주)씨유메디칼,도봉통합복지센터,127.0508795,37.65986054
I-PAD CU-SP1,43,13,김**,02-******,"서울특별시 용산구 청파로 263, 신광여자고등학교 (청파동3가)",02-710-6949,본교 중앙현관,(주)씨유메디칼시스템,신광여자고등학교,126.9694475,37.54289988
CU-SP1 Plus,47,81,손**,010********,"서울특별시 성동구 뚝섬로 385-19, 성수2가제1동주민센터 (성수동2가)",02-2286-7461,2층 주민자치실 앞 벽면,(주)씨유메디컬시스템,성수2가 제1동 주민센터,127.0540233,37.53954093
CU-SPRC,82,88,김**,02-*******,"서울특별시 구로구 새말로 97, 신도림테크노마트 B2층 (구로동)",02-6715-1234,매장 부 출입구,씨유메디칼시스템,이마트신도림점,126.8902273,37.50704384
SP1-PLUS,80,99,조**,265*****,"서울특별시 양천구 목동동로2길 68, 목동고등학교 (신정동)",02-2652-1705,본관 중앙현관1층,씨유메디칼시스템,목동고등학교,126.8605887,37.50919697
NT-381.0,85,56,이**,853****,"서울특별시 금천구 독산로72길 86-5, 금천호암노인종합복지관 (독산동)",8537203,2층복도,나눔테크,금천호암노인종합복지관,126.9064492,37.46951291
CU-SP1 Plus,63,66,백**,02-******,"서울특별시 강남구 헌릉로590길 100 (세곡동, 강남신동아파밀리에1단지)",24459441,경비4초소,씨유메디칼,강남신동아파밀리에1단지아파트,127.1010426,37.46353772
CU-SP1 Plus,83,77,김**,02-*******,"서울특별시 구로구 디지털로33길 50, 벽산디지털밸리7차 (구로동)",263447650,1층 로비,씨유메디칼시스템,벽산디지털밸리7차,126.8940184,37.48754079
i-PAD CU-SP1 Plus,30,79,정**,010********,"서울특별시 종로구 창경궁로 236, 이화빌딩 (명륜4가)",010-3615-2806,CU명륜성대점,씨유메디칼,CU명륜성대점,126.9986354,37.58374609
i-PAD CU-SP1 Plus,31,26,이**,010********,서울특별시 종로구 대학로 4-1 (효제동),010-3935-7701,점포내,씨유메디칼,CU종로햇살점,127.0021446,37.5715167
CU-SP1 Plus,83,13,문**,02-*****,"서울특별시 구로구 도림로 63, 구일지구대 (구로동)",02-840-8302,1층 팀장 자리 앞,씨유메디칼시스템,서울 구로경찰서 구일지구대,126.8907002,37.48925211
NT-381.O,85,69,이**,262*****,"서울특별시 금천구 독산로36길 14, 시흥4동주민센터 (시흥동)",02-2104-5693,5층 체력단련실,나눔테크,시흥4동주민센터,126.9061844,37.45897879
CU-SP1 PLUS,55,72,김**,02-******,"서울특별시 송파구 올림픽로 44, 아시아공원 (잠실동)",24140354,1층 로비,(주)씨유메디칼,송파문화원,127.076083,37.50962415
CU-SP1,69,4,이**,02-******,서울특별시 동작구 현충로 85-12 (흑석동),02-815-1122,사무실 앞,씨유메디칼시스템,동작모범운전자회,126.9656487,37.50896647
CU-SP1 PLUS,55,10,이**,02-*******,"서울특별시 송파구 올림픽로 305, 잠실역8호선 (신천동)",02-6311-8140,아이센터 옆,(주)씨유메디칼,8호선 잠실역,127.1042164,37.51497717
CU-SP1 PLUS,55,10,이**,02-*******,"서울특별시 송파구 올림픽로 305, 잠실역8호선 (신천동)",02-6311-8140,하선 4-4,(주)씨유메디칼,8호선 잠실역,127.1042164,37.51497717
NT-381.C,72,53,김**,010********,"서울특별시 영등포구 영등포로53길 22, 영등포동주민센터 (영등포동2가)",02-2670-1063,주민센터내,나눔테크,영등포동주민센터,126.9088958,37.52224505
NT-381.C,73,98,유**,010********,"서울특별시 영등포구 도림로 264, 신길5동주민센터 (신길동)",02-2670-1315,주민센터 사무실안,나눔테크,신길5동주민센터,126.905219,37.5016416
NT-381.C,73,56,장**,010********,"서울특별시 영등포구 영등포로84길 24-5, 신길종합사회복지관 (신길동)",02-2670-1245,주민센터안,나눔테크,신길1동주민센터,126.9214422,37.51116875
NT-381.C,74,19,박**,010********,"서울특별시 영등포구 대림로23길 25, 대림2동주민센터 (대림동)",02-2670-1409,1층 민원실입구,나눔테크,대림2동주민센터,126.8982505,37.49273981
CU-SP1PLUS,73,18,윤**,010********,"서울특별시 영등포구 영등포로 343-4, 구립신길1동영길노인정 (신길동)",010-2245-6916,경로당입구,씨유메디칼,구립영길경로당,126.9178021,37.51563813
CU-SP1PLUS,73,72,이**,010********,"서울특별시 영등포구 도영로7길 15 (도림동, 쌍용플래티넘시티1단지)",010-7695-3339,경로당현관,씨유메디칼,쌍용플레티넘시티경로당,126.8936204,37.509361
CU SP1-PLUS,75,8,남**,02-*******,"서울특별시 강서구 금낭화로26가길 63, 꿩고개 유아숲체험원 (방화동)",02-2600-4180,유아숲체험원 대피소 내,씨유메디칼,꿩고개유아숲체험원,126.813151,37.58259883
CU-SP1PLUS,73,19,조**,010********,"서울특별시 영등포구 여의대방로61길 36-5, 율산경로당 (신길동)",010-9876-2230,1층 경로당 내 우측,씨유메디칼,구립율산경로당,126.922643,37.51572826
CU SP1-PLUS,76,76,남**,02-*******,"서울특별시 강서구 초록마을로 69-9, 봉제산 유아숲체험원 (화곡동)",02-2600-4180,유아숲체험원 대피소 내,씨유메디칼,봉제산유아숲체험원,126.8519948,37.5425506
CU-SP1PLUS,73,95,원**,010********,"서울특별시 영등포구 가마산로 442 (신길동, 래미안프레비뉴)",010-6746-0851,경로당내,씨유메디칼,래미안프레비뉴경로당,126.9095271,37.50498194
CU-SP1 Plus,14,66,이**,010********,"서울특별시 도봉구 덕릉로59길 73-3, 창2동주민센터(창동보건지소) (창동)",02-2091-5706,2층 민원실 안쪽,㈜씨유메디칼,창2동주민센터,127.035653,37.64141508
CU-SP1 Plus,16,47,김**,010********,"서울특별시 노원구 덕릉로112길 13 (상계동, 동아불암아파트)",02-3391-5525,관리실,(주)씨유메디칼시스템,동아불암(임대),127.0782415,37.66602909
i-PAD CU-SP1,73,82,윤**,010********,"서울특별시 영등포구 도신로 98, 신길우성5차아파트 (신길동)",010-3894-8111,경로당현관벽면,씨유메디칼,우성5차아파트경로당,126.9030903,37.5072325
I-PAD CU-SP1 Plus,11,78,박**,02-******,"서울특별시 강북구 도봉로27길 90, 송천동 자치회관 (미아동)",02-3778-4184,송천동자치회관 1층 대강당 입구 옆,씨유메디칼시스템,송천동주민센터,127.0232421,37.61779676
CU-SP1 Plus,88,18,김**,010********,"서울특별시 관악구 신림로11길 48, CU신림제이점 (신림동)",000-0000,시식대,씨유메디칼시스템,CU신림제이점,126.9386284,37.46832565
CU-SP1 Plus,87,27,장**,010********,"서울특별시 관악구 관악로37길 15 (봉천동, 동아타운21)",000-0000,편의점내,씨유메디칼시스템,CU관악동아타운점,126.9571201,37.48895251
CU-SP1 Plus,14,29,이**,010********,"서울특별시 도봉구 시루봉로 62-7, 쌍문4동주민센터 (쌍문동)",02-2091-5578,1층 민원실,㈜씨유메디칼,쌍문4동주민센터,127.0284052,37.65646373
NT-381.C,72,99,도**,263*****,"서울특별시 영등포구 경인로 759, 문래지구대 (문래동3가)",02-2118-9022,문래지구대내부,나눔테크,문래지구대(영등포),126.8976501,37.51358216
CU-SP1 Plus,83,71,이**,02-******,"서울특별시 구로구 디지털로31길 86, 삼성래미안아파트 (구로동)",28660112,파출소 1층 사무실 내,씨유메디칼시스템,구로3파출소,126.8913999,37.48666065
NT-381.C,73,69,고**,833****,"서울특별시 영등포구 도신로29길 13, 도림치안센터 (도림동)",02-2118-9027,도림치안센터 내부,나눔테크,도림치안센터,126.9046767,37.50956379
CU-SP1 Plus,14,45,김**,010********,"서울특별시 도봉구 노해로44길 9, 쌍문3동주민센터 (쌍문동)",02-2091-5552,1층 민원실,㈜씨유메디칼,쌍문3동주민센터,127.0279211,37.64898155
i-PAD CU-SP1 Plus,33,10,정**,070********,"서울특별시 은평구 연서로 415, 은평노인종합복지관 (진관동)",02-385-1351,본관 2층 로비,씨유메디칼시스템,시립은평노인종합복지관,126.9299824,37.63225081
CU-SP1 Plus,28,80,김**,02-******,서울특별시 성북구 성북로 25 (성북동1가),02-920-1860,성북파출소 2층 휴게실 옆,(주)씨유메디칼시스템,성북파출소,127.004033,37.59018019
i-PAD CU-SP1 Plus,33,10,정**,070********,"서울특별시 은평구 연서로 415, 은평노인종합복지관 (진관동)",02-385-1351,복지관 본관1층 데이케어실,씨유메디칼시스템,시립은평노인종합복지관병설은평데이케어센터,126.9299824,37.63225081
i-PAD CU-SP1 Plus,33,30,신**,02-*******,서울특별시 은평구 연서로29길 24 (갈현동),02-3284-8111,편의점 내,씨유메디칼시스템,세븐일레븐연신내3호점,126.9177467,37.6196146
